3.675000000000000000e+04,3.450000000000000000e+04,3.540625000000000000e+04,3.700000000000000000e+04,3.671875000000000000e+04,3.634375000000000000e+04,3.515625000000000000e+04,4.143750000000000000e+04,4.050000000000000000e+04,3.853125000000000000e+04,3.665625000000000000e+04,3.634375000000000000e+04,3.350000000000000000e+04,3.234375000000000000e+04,3.331250000000000000e+04,3.293750000000000000e+04,3.443750000000000000e+04,4.068750000000000000e+04,4.168750000000000000e+04,3.612500000000000000e+04,3.453125000000000000e+04,3.543750000000000000e+04,3.434375000000000000e+04,3.425000000000000000e+04,3.846875000000000000e+04,3.768750000000000000e+04,3.312500000000000000e+04,3.450000000000000000e+04,3.315625000000000000e+04,3.437500000000000000e+04,3.337500000000000000e+04,3.309375000000000000e+04,3.446875000000000000e+04,3.484375000000000000e+04,4.000000000000000000e+04,4.365625000000000000e+04,5.868750000000000000e+04,4.887500000000000000e+04,4.365625000000000000e+04,4.343750000000000000e+04,4.315625000000000000e+04,4.146875000000000000e+04,3.190625000000000000e+04,3.365625000000000000e+04,3.418750000000000000e+04,3.256250000000000000e+04,3.606250000000000000e+04,4.396875000000000000e+04,5.021875000000000000e+04,3.578125000000000000e+04
3.637500000000000000e+04,3.662500000000000000e+04,3.343750000000000000e+04,3.587500000000000000e+04,3.778125000000000000e+04,4.031250000000000000e+04,4.390625000000000000e+04,4.643750000000000000e+04,4.678125000000000000e+04,4.062500000000000000e+04,3.468750000000000000e+04,3.290625000000000000e+04,3.440625000000000000e+04,3.543750000000000000e+04,3.287500000000000000e+04,3.350000000000000000e+04,3.365625000000000000e+04,3.675000000000000000e+04,4.612500000000000000e+04,4.828125000000000000e+04,3.575000000000000000e+04,3.562500000000000000e+04,4.309375000000000000e+04,4.946875000000000000e+04,4.678125000000000000e+04,4.090625000000000000e+04,3.565625000000000000e+04,3.534375000000000000e+04,3.328125000000000000e+04,3.356250000000000000e+04,3.618750000000000000e+04,4.115625000000000000e+04,3.712500000000000000e+04,3.021875000000000000e+04,3.218750000000000000e+04,4.037500000000000000e+04,4.321875000000000000e+04,4.068750000000000000e+04,4.234375000000000000e+04,3.940625000000000000e+04,4.200000000000000000e+04,3.693750000000000000e+04,3.584375000000000000e+04,3.446875000000000000e+04,3.453125000000000000e+04,3.603125000000000000e+04,3.931250000000000000e+04,4.271875000000000000e+04,4.468750000000000000e+04,4.359375000000000000e+04
3.568750000000000000e+04,3.975000000000000000e+04,3.684375000000000000e+04,3.568750000000000000e+04,3.750000000000000000e+04,3.753125000000000000e+04,5.478125000000000000e+04,4.971875000000000000e+04,4.481250000000000000e+04,3.731250000000000000e+04,3.403125000000000000e+04,3.468750000000000000e+04,3.450000000000000000e+04,3.328125000000000000e+04,3.359375000000000000e+04,3.350000000000000000e+04,3.415625000000000000e+04,5.137500000000000000e+04,4.562500000000000000e+04,4.053125000000000000e+04,3.493750000000000000e+04,3.587500000000000000e+04,4.300000000000000000e+04,4.875000000000000000e+04,4.850000000000000000e+04,3.756250000000000000e+04,3.637500000000000000e+04,3.300000000000000000e+04,3.253125000000000000e+04,3.590625000000000000e+04,5.428125000000000000e+04,5.687500000000000000e+04,5.468750000000000000e+04,3.840625000000000000e+04,3.375000000000000000e+04,3.350000000000000000e+04,3.990625000000000000e+04,4.012500000000000000e+04,4.243750000000000000e+04,4.578125000000000000e+04,4.006250000000000000e+04,3.843750000000000000e+04,3.612500000000000000e+04,3.593750000000000000e+04,3.490625000000000000e+04,3.503125000000000000e+04,3.562500000000000000e+04,5.293750000000000000e+04,5.543750000000000000e+04,5.206250000000000000e+04
3.753125000000000000e+04,3.656250000000000000e+04,3.990625000000000000e+04,3.762500000000000000e+04,3.671875000000000000e+04,4.106250000000000000e+04,3.665625000000000000e+04,3.993750000000000000e+04,3.934375000000000000e+04,3.428125000000000000e+04,3.396875000000000000e+04,3.215625000000000000e+04,3.318750000000000000e+04,3.615625000000000000e+04,3.384375000000000000e+04,3.512500000000000000e+04,3.496875000000000000e+04,3.843750000000000000e+04,3.853125000000000000e+04,3.928125000000000000e+04,3.587500000000000000e+04,3.434375000000000000e+04,3.290625000000000000e+04,3.328125000000000000e+04,3.512500000000000000e+04,3.403125000000000000e+04,3.428125000000000000e+04,4.303125000000000000e+04,4.481250000000000000e+04,3.850000000000000000e+04,4.296875000000000000e+04,4.900000000000000000e+04,4.378125000000000000e+04,3.534375000000000000e+04,3.081250000000000000e+04,3.306250000000000000e+04,3.771875000000000000e+04,3.987500000000000000e+04,3.984375000000000000e+04,3.825000000000000000e+04,3.875000000000000000e+04,3.896875000000000000e+04,3.331250000000000000e+04,3.490625000000000000e+04,3.296875000000000000e+04,3.350000000000000000e+04,3.840625000000000000e+04,4.668750000000000000e+04,5.056250000000000000e+04,3.743750000000000000e+04
3.600000000000000000e+04,3.746875000000000000e+04,3.878125000000000000e+04,3.800000000000000000e+04,3.881250000000000000e+04,3.800000000000000000e+04,3.878125000000000000e+04,3.831250000000000000e+04,3.506250000000000000e+04,3.562500000000000000e+04,3.481250000000000000e+04,3.715625000000000000e+04,3.431250000000000000e+04,3.465625000000000000e+04,3.628125000000000000e+04,3.350000000000000000e+04,3.421875000000000000e+04,3.512500000000000000e+04,3.468750000000000000e+04,3.528125000000000000e+04,3.775000000000000000e+04,3.893750000000000000e+04,3.762500000000000000e+04,3.528125000000000000e+04,3.684375000000000000e+04,3.493750000000000000e+04,3.371875000000000000e+04,3.484375000000000000e+04,3.631250000000000000e+04,3.809375000000000000e+04,4.025000000000000000e+04,3.793750000000000000e+04,3.587500000000000000e+04,3.459375000000000000e+04,3.443750000000000000e+04,3.353125000000000000e+04,3.306250000000000000e+04,3.928125000000000000e+04,3.825000000000000000e+04,3.800000000000000000e+04,3.571875000000000000e+04,4.037500000000000000e+04,3.681250000000000000e+04,3.671875000000000000e+04,3.540625000000000000e+04,3.506250000000000000e+04,3.434375000000000000e+04,3.637500000000000000e+04,3.596875000000000000e+04,3.696875000000000000e+04
3.740625000000000000e+04,3.665625000000000000e+04,3.753125000000000000e+04,3.937500000000000000e+04,3.828125000000000000e+04,3.790625000000000000e+04,3.806250000000000000e+04,3.568750000000000000e+04,3.550000000000000000e+04,3.534375000000000000e+04,3.962500000000000000e+04,3.978125000000000000e+04,3.531250000000000000e+04,3.425000000000000000e+04,3.481250000000000000e+04,3.421875000000000000e+04,3.687500000000000000e+04,3.628125000000000000e+04,3.700000000000000000e+04,3.659375000000000000e+04,3.696875000000000000e+04,4.018750000000000000e+04,3.806250000000000000e+04,3.768750000000000000e+04,3.618750000000000000e+04,3.581250000000000000e+04,3.550000000000000000e+04,3.228125000000000000e+04,3.509375000000000000e+04,3.615625000000000000e+04,3.868750000000000000e+04,4.340625000000000000e+04,4.712500000000000000e+04,4.062500000000000000e+04,3.406250000000000000e+04,3.671875000000000000e+04,4.384375000000000000e+04,4.440625000000000000e+04,4.253125000000000000e+04,3.946875000000000000e+04,3.825000000000000000e+04,3.721875000000000000e+04,5.118750000000000000e+04,4.309375000000000000e+04,3.850000000000000000e+04,3.440625000000000000e+04,3.268750000000000000e+04,3.206250000000000000e+04,3.521875000000000000e+04,3.312500000000000000e+04
3.184375000000000000e+04,3.750000000000000000e+04,3.621875000000000000e+04,4.015625000000000000e+04,3.940625000000000000e+04,3.859375000000000000e+04,3.737500000000000000e+04,3.550000000000000000e+04,3.971875000000000000e+04,4.312500000000000000e+04,4.303125000000000000e+04,4.093750000000000000e+04,4.162500000000000000e+04,3.453125000000000000e+04,3.578125000000000000e+04,3.403125000000000000e+04,3.465625000000000000e+04,3.525000000000000000e+04,3.628125000000000000e+04,3.771875000000000000e+04,4.256250000000000000e+04,4.256250000000000000e+04,3.850000000000000000e+04,3.506250000000000000e+04,3.287500000000000000e+04,3.540625000000000000e+04,3.318750000000000000e+04,3.681250000000000000e+04,3.671875000000000000e+04,3.581250000000000000e+04,4.153125000000000000e+04,4.553125000000000000e+04,4.496875000000000000e+04,4.718750000000000000e+04,4.418750000000000000e+04,3.550000000000000000e+04,4.128125000000000000e+04,4.575000000000000000e+04,3.956250000000000000e+04,4.106250000000000000e+04,3.853125000000000000e+04,3.915625000000000000e+04,4.743750000000000000e+04,4.803125000000000000e+04,4.300000000000000000e+04,3.406250000000000000e+04,3.412500000000000000e+04,3.256250000000000000e+04,3.987500000000000000e+04,3.837500000000000000e+04
3.346875000000000000e+04,3.584375000000000000e+04,3.534375000000000000e+04,3.896875000000000000e+04,4.128125000000000000e+04,3.809375000000000000e+04,3.690625000000000000e+04,3.775000000000000000e+04,3.750000000000000000e+04,3.815625000000000000e+04,3.971875000000000000e+04,4.468750000000000000e+04,4.021875000000000000e+04,3.728125000000000000e+04,3.628125000000000000e+04,3.518750000000000000e+04,3.481250000000000000e+04,3.725000000000000000e+04,3.678125000000000000e+04,4.534375000000000000e+04,5.753125000000000000e+04,5.468750000000000000e+04,3.493750000000000000e+04,3.331250000000000000e+04,3.228125000000000000e+04,3.475000000000000000e+04,3.290625000000000000e+04,3.481250000000000000e+04,3.546875000000000000e+04,3.790625000000000000e+04,4.225000000000000000e+04,4.312500000000000000e+04,5.168750000000000000e+04,4.231250000000000000e+04,3.350000000000000000e+04,3.459375000000000000e+04,3.393750000000000000e+04,3.743750000000000000e+04,3.484375000000000000e+04,3.509375000000000000e+04,3.906250000000000000e+04,3.434375000000000000e+04,3.465625000000000000e+04,3.346875000000000000e+04,3.234375000000000000e+04,3.290625000000000000e+04,3.412500000000000000e+04,4.521875000000000000e+04,5.175000000000000000e+04,3.731250000000000000e+04
3.803125000000000000e+04,3.678125000000000000e+04,3.840625000000000000e+04,4.421875000000000000e+04,4.318750000000000000e+04,3.862500000000000000e+04,3.846875000000000000e+04,3.884375000000000000e+04,3.959375000000000000e+04,3.675000000000000000e+04,3.975000000000000000e+04,4.431250000000000000e+04,5.300000000000000000e+04,3.928125000000000000e+04,3.446875000000000000e+04,3.421875000000000000e+04,3.471875000000000000e+04,3.468750000000000000e+04,3.553125000000000000e+04,3.831250000000000000e+04,4.825000000000000000e+04,4.640625000000000000e+04,4.256250000000000000e+04,3.709375000000000000e+04,3.459375000000000000e+04,3.434375000000000000e+04,4.412500000000000000e+04,4.256250000000000000e+04,4.125000000000000000e+04,3.906250000000000000e+04,3.996875000000000000e+04,4.128125000000000000e+04,5.396875000000000000e+04,5.040625000000000000e+04,4.093750000000000000e+04,3.440625000000000000e+04,3.437500000000000000e+04,3.568750000000000000e+04,3.684375000000000000e+04,3.728125000000000000e+04,3.234375000000000000e+04,3.428125000000000000e+04,3.328125000000000000e+04,3.390625000000000000e+04,3.056250000000000000e+04,3.246875000000000000e+04,3.503125000000000000e+04,3.818750000000000000e+04,4.287500000000000000e+04,3.381250000000000000e+04
3.656250000000000000e+04,3.475000000000000000e+04,3.996875000000000000e+04,4.515625000000000000e+04,4.718750000000000000e+04,4.431250000000000000e+04,4.300000000000000000e+04,3.918750000000000000e+04,3.946875000000000000e+04,4.053125000000000000e+04,3.803125000000000000e+04,4.490625000000000000e+04,4.659375000000000000e+04,4.446875000000000000e+04,4.009375000000000000e+04,3.671875000000000000e+04,3.265625000000000000e+04,3.334375000000000000e+04,3.656250000000000000e+04,3.468750000000000000e+04,3.893750000000000000e+04,3.825000000000000000e+04,3.646875000000000000e+04,3.800000000000000000e+04,3.706250000000000000e+04,4.012500000000000000e+04,4.093750000000000000e+04,5.937500000000000000e+04,6.415625000000000000e+04,5.693750000000000000e+04,4.546875000000000000e+04,4.181250000000000000e+04,3.509375000000000000e+04,3.734375000000000000e+04,3.562500000000000000e+04,3.587500000000000000e+04,3.665625000000000000e+04,3.421875000000000000e+04,3.390625000000000000e+04,3.278125000000000000e+04,4.096875000000000000e+04,4.018750000000000000e+04,3.950000000000000000e+04,3.387500000000000000e+04,3.228125000000000000e+04,3.418750000000000000e+04,3.262500000000000000e+04,3.606250000000000000e+04,3.406250000000000000e+04,3.334375000000000000e+04
3.337500000000000000e+04,3.890625000000000000e+04,4.156250000000000000e+04,4.862500000000000000e+04,5.212500000000000000e+04,4.881250000000000000e+04,4.106250000000000000e+04,3.871875000000000000e+04,4.043750000000000000e+04,3.959375000000000000e+04,4.300000000000000000e+04,4.206250000000000000e+04,4.443750000000000000e+04,5.271875000000000000e+04,3.834375000000000000e+04,3.915625000000000000e+04,3.387500000000000000e+04,3.537500000000000000e+04,3.550000000000000000e+04,3.378125000000000000e+04,3.456250000000000000e+04,3.756250000000000000e+04,4.009375000000000000e+04,4.143750000000000000e+04,4.856250000000000000e+04,5.028125000000000000e+04,6.240625000000000000e+04,7.312500000000000000e+04,7.137500000000000000e+04,4.753125000000000000e+04,3.990625000000000000e+04,3.928125000000000000e+04,4.131250000000000000e+04,3.628125000000000000e+04,3.343750000000000000e+04,3.643750000000000000e+04,3.821875000000000000e+04,3.550000000000000000e+04,3.290625000000000000e+04,3.275000000000000000e+04,3.728125000000000000e+04,4.206250000000000000e+04,5.168750000000000000e+04,3.971875000000000000e+04,3.256250000000000000e+04,3.437500000000000000e+04,3.475000000000000000e+04,3.434375000000000000e+04,3.284375000000000000e+04,3.225000000000000000e+04
3.528125000000000000e+04,3.896875000000000000e+04,3.631250000000000000e+04,4.812500000000000000e+04,5.728125000000000000e+04,4.218750000000000000e+04,4.140625000000000000e+04,4.000000000000000000e+04,3.884375000000000000e+04,3.871875000000000000e+04,3.775000000000000000e+04,4.162500000000000000e+04,5.525000000000000000e+04,5.603125000000000000e+04,4.881250000000000000e+04,3.125000000000000000e+04,3.340625000000000000e+04,3.528125000000000000e+04,3.275000000000000000e+04,3.515625000000000000e+04,3.678125000000000000e+04,3.653125000000000000e+04,3.712500000000000000e+04,4.859375000000000000e+04,5.721875000000000000e+04,5.156250000000000000e+04,5.021875000000000000e+04,6.443750000000000000e+04,5.003125000000000000e+04,3.818750000000000000e+04,3.837500000000000000e+04,3.637500000000000000e+04,3.590625000000000000e+04,3.540625000000000000e+04,3.393750000000000000e+04,3.403125000000000000e+04,3.162500000000000000e+04,3.159375000000000000e+04,3.375000000000000000e+04,3.740625000000000000e+04,4.925000000000000000e+04,5.221875000000000000e+04,4.553125000000000000e+04,3.762500000000000000e+04,3.562500000000000000e+04,3.475000000000000000e+04,3.550000000000000000e+04,3.612500000000000000e+04,3.325000000000000000e+04,3.343750000000000000e+04
3.975000000000000000e+04,4.068750000000000000e+04,4.371875000000000000e+04,4.656250000000000000e+04,5.015625000000000000e+04,3.875000000000000000e+04,3.618750000000000000e+04,3.665625000000000000e+04,4.303125000000000000e+04,4.725000000000000000e+04,3.903125000000000000e+04,4.112500000000000000e+04,3.793750000000000000e+04,3.787500000000000000e+04,3.846875000000000000e+04,3.428125000000000000e+04,3.481250000000000000e+04,3.543750000000000000e+04,3.450000000000000000e+04,3.518750000000000000e+04,3.534375000000000000e+04,3.493750000000000000e+04,3.790625000000000000e+04,3.762500000000000000e+04,4.112500000000000000e+04,4.378125000000000000e+04,4.331250000000000000e+04,4.243750000000000000e+04,4.121875000000000000e+04,3.821875000000000000e+04,3.634375000000000000e+04,3.753125000000000000e+04,3.412500000000000000e+04,3.362500000000000000e+04,3.575000000000000000e+04,3.284375000000000000e+04,3.662500000000000000e+04,3.743750000000000000e+04,3.731250000000000000e+04,3.453125000000000000e+04,3.606250000000000000e+04,3.721875000000000000e+04,3.687500000000000000e+04,3.409375000000000000e+04,3.000000000000000000e+04,3.250000000000000000e+04,3.212500000000000000e+04,3.400000000000000000e+04,3.543750000000000000e+04,3.453125000000000000e+04
3.275000000000000000e+04,3.640625000000000000e+04,3.781250000000000000e+04,3.787500000000000000e+04,3.787500000000000000e+04,4.034375000000000000e+04,4.143750000000000000e+04,4.181250000000000000e+04,4.125000000000000000e+04,4.531250000000000000e+04,3.865625000000000000e+04,3.818750000000000000e+04,3.481250000000000000e+04,3.581250000000000000e+04,3.287500000000000000e+04,3.359375000000000000e+04,3.365625000000000000e+04,3.918750000000000000e+04,3.803125000000000000e+04,4.853125000000000000e+04,3.746875000000000000e+04,3.496875000000000000e+04,3.728125000000000000e+04,3.784375000000000000e+04,3.671875000000000000e+04,3.909375000000000000e+04,3.781250000000000000e+04,3.503125000000000000e+04,3.640625000000000000e+04,3.771875000000000000e+04,4.090625000000000000e+04,3.671875000000000000e+04,3.584375000000000000e+04,3.346875000000000000e+04,3.100000000000000000e+04,3.543750000000000000e+04,3.612500000000000000e+04,3.518750000000000000e+04,3.381250000000000000e+04,3.406250000000000000e+04,3.365625000000000000e+04,3.156250000000000000e+04,3.131250000000000000e+04,3.146875000000000000e+04,3.350000000000000000e+04,3.484375000000000000e+04,3.137500000000000000e+04,3.234375000000000000e+04,3.143750000000000000e+04,3.484375000000000000e+04
3.581250000000000000e+04,3.640625000000000000e+04,3.768750000000000000e+04,3.906250000000000000e+04,3.556250000000000000e+04,3.678125000000000000e+04,4.090625000000000000e+04,3.968750000000000000e+04,4.600000000000000000e+04,4.521875000000000000e+04,4.518750000000000000e+04,4.065625000000000000e+04,4.878125000000000000e+04,3.390625000000000000e+04,3.440625000000000000e+04,3.281250000000000000e+04,3.434375000000000000e+04,3.543750000000000000e+04,4.275000000000000000e+04,4.346875000000000000e+04,3.865625000000000000e+04,3.790625000000000000e+04,3.900000000000000000e+04,4.028125000000000000e+04,3.593750000000000000e+04,3.371875000000000000e+04,3.434375000000000000e+04,3.403125000000000000e+04,3.300000000000000000e+04,3.190625000000000000e+04,3.646875000000000000e+04,3.653125000000000000e+04,3.384375000000000000e+04,3.396875000000000000e+04,3.237500000000000000e+04,3.293750000000000000e+04,3.137500000000000000e+04,3.243750000000000000e+04,3.275000000000000000e+04,3.318750000000000000e+04,3.171875000000000000e+04,3.562500000000000000e+04,3.387500000000000000e+04,3.253125000000000000e+04,3.112500000000000000e+04,3.034375000000000000e+04,3.190625000000000000e+04,3.106250000000000000e+04,3.412500000000000000e+04,3.931250000000000000e+04
3.818750000000000000e+04,3.650000000000000000e+04,3.546875000000000000e+04,3.734375000000000000e+04,3.937500000000000000e+04,3.887500000000000000e+04,3.440625000000000000e+04,3.718750000000000000e+04,5.059375000000000000e+04,4.921875000000000000e+04,4.953125000000000000e+04,5.896875000000000000e+04,5.596875000000000000e+04,3.896875000000000000e+04,3.556250000000000000e+04,3.521875000000000000e+04,3.650000000000000000e+04,3.618750000000000000e+04,3.475000000000000000e+04,3.662500000000000000e+04,3.478125000000000000e+04,3.578125000000000000e+04,3.681250000000000000e+04,3.668750000000000000e+04,3.956250000000000000e+04,4.028125000000000000e+04,4.031250000000000000e+04,3.368750000000000000e+04,3.143750000000000000e+04,4.021875000000000000e+04,4.340625000000000000e+04,4.803125000000000000e+04,3.831250000000000000e+04,3.265625000000000000e+04,3.240625000000000000e+04,3.278125000000000000e+04,3.403125000000000000e+04,3.465625000000000000e+04,3.200000000000000000e+04,3.250000000000000000e+04,3.043750000000000000e+04,3.184375000000000000e+04,3.365625000000000000e+04,3.168750000000000000e+04,3.159375000000000000e+04,3.106250000000000000e+04,3.081250000000000000e+04,3.059375000000000000e+04,3.412500000000000000e+04,4.853125000000000000e+04
4.565625000000000000e+04,3.546875000000000000e+04,3.906250000000000000e+04,4.400000000000000000e+04,3.721875000000000000e+04,3.746875000000000000e+04,3.506250000000000000e+04,3.840625000000000000e+04,3.787500000000000000e+04,4.562500000000000000e+04,4.503125000000000000e+04,4.581250000000000000e+04,3.959375000000000000e+04,3.712500000000000000e+04,3.428125000000000000e+04,3.537500000000000000e+04,4.121875000000000000e+04,4.450000000000000000e+04,4.031250000000000000e+04,3.246875000000000000e+04,3.290625000000000000e+04,3.259375000000000000e+04,3.531250000000000000e+04,3.756250000000000000e+04,4.643750000000000000e+04,5.287500000000000000e+04,4.528125000000000000e+04,3.415625000000000000e+04,3.421875000000000000e+04,3.646875000000000000e+04,4.034375000000000000e+04,3.981250000000000000e+04,3.253125000000000000e+04,3.209375000000000000e+04,3.159375000000000000e+04,3.153125000000000000e+04,3.259375000000000000e+04,3.412500000000000000e+04,3.762500000000000000e+04,3.865625000000000000e+04,3.134375000000000000e+04,3.278125000000000000e+04,3.240625000000000000e+04,3.378125000000000000e+04,3.290625000000000000e+04,3.096875000000000000e+04,2.918750000000000000e+04,3.018750000000000000e+04,3.440625000000000000e+04,3.762500000000000000e+04
3.628125000000000000e+04,3.875000000000000000e+04,4.375000000000000000e+04,3.806250000000000000e+04,3.859375000000000000e+04,3.778125000000000000e+04,3.690625000000000000e+04,3.756250000000000000e+04,3.668750000000000000e+04,3.818750000000000000e+04,3.809375000000000000e+04,3.712500000000000000e+04,3.575000000000000000e+04,3.562500000000000000e+04,3.706250000000000000e+04,4.025000000000000000e+04,4.137500000000000000e+04,3.993750000000000000e+04,3.456250000000000000e+04,3.115625000000000000e+04,3.287500000000000000e+04,3.228125000000000000e+04,3.478125000000000000e+04,3.525000000000000000e+04,4.762500000000000000e+04,5.178125000000000000e+04,4.953125000000000000e+04,4.025000000000000000e+04,3.728125000000000000e+04,3.893750000000000000e+04,3.212500000000000000e+04,3.353125000000000000e+04,3.343750000000000000e+04,3.290625000000000000e+04,3.090625000000000000e+04,2.956250000000000000e+04,3.156250000000000000e+04,3.356250000000000000e+04,3.609375000000000000e+04,4.621875000000000000e+04,3.521875000000000000e+04,3.278125000000000000e+04,3.050000000000000000e+04,3.084375000000000000e+04,3.003125000000000000e+04,3.165625000000000000e+04,3.290625000000000000e+04,3.178125000000000000e+04,3.343750000000000000e+04,3.278125000000000000e+04
3.340625000000000000e+04,3.950000000000000000e+04,3.625000000000000000e+04,4.140625000000000000e+04,3.978125000000000000e+04,3.506250000000000000e+04,3.600000000000000000e+04,3.543750000000000000e+04,3.625000000000000000e+04,3.578125000000000000e+04,3.781250000000000000e+04,3.434375000000000000e+04,3.659375000000000000e+04,3.506250000000000000e+04,3.512500000000000000e+04,4.906250000000000000e+04,4.565625000000000000e+04,3.509375000000000000e+04,3.346875000000000000e+04,3.378125000000000000e+04,3.184375000000000000e+04,3.268750000000000000e+04,3.493750000000000000e+04,3.612500000000000000e+04,3.853125000000000000e+04,3.946875000000000000e+04,3.343750000000000000e+04,3.853125000000000000e+04,4.031250000000000000e+04,4.006250000000000000e+04,3.975000000000000000e+04,4.178125000000000000e+04,4.290625000000000000e+04,3.634375000000000000e+04,3.062500000000000000e+04,3.159375000000000000e+04,3.075000000000000000e+04,3.343750000000000000e+04,3.359375000000000000e+04,3.468750000000000000e+04,3.887500000000000000e+04,3.387500000000000000e+04,3.290625000000000000e+04,3.078125000000000000e+04,3.212500000000000000e+04,2.850000000000000000e+04,3.162500000000000000e+04,3.178125000000000000e+04,3.403125000000000000e+04,3.740625000000000000e+04
4.268750000000000000e+04,4.253125000000000000e+04,4.296875000000000000e+04,4.043750000000000000e+04,3.940625000000000000e+04,3.809375000000000000e+04,3.768750000000000000e+04,3.659375000000000000e+04,3.453125000000000000e+04,3.584375000000000000e+04,4.565625000000000000e+04,5.140625000000000000e+04,4.471875000000000000e+04,3.806250000000000000e+04,4.940625000000000000e+04,5.825000000000000000e+04,5.237500000000000000e+04,4.384375000000000000e+04,3.384375000000000000e+04,3.378125000000000000e+04,3.403125000000000000e+04,3.271875000000000000e+04,3.381250000000000000e+04,3.503125000000000000e+04,3.268750000000000000e+04,3.381250000000000000e+04,3.425000000000000000e+04,3.456250000000000000e+04,3.631250000000000000e+04,3.906250000000000000e+04,3.850000000000000000e+04,4.693750000000000000e+04,4.465625000000000000e+04,3.815625000000000000e+04,3.309375000000000000e+04,3.006250000000000000e+04,3.118750000000000000e+04,3.262500000000000000e+04,3.446875000000000000e+04,3.359375000000000000e+04,3.196875000000000000e+04,3.190625000000000000e+04,3.206250000000000000e+04,3.187500000000000000e+04,3.278125000000000000e+04,3.106250000000000000e+04,3.253125000000000000e+04,3.181250000000000000e+04,3.700000000000000000e+04,4.018750000000000000e+04
4.531250000000000000e+04,4.278125000000000000e+04,3.478125000000000000e+04,3.562500000000000000e+04,3.781250000000000000e+04,3.831250000000000000e+04,3.728125000000000000e+04,3.421875000000000000e+04,3.581250000000000000e+04,3.668750000000000000e+04,3.909375000000000000e+04,4.568750000000000000e+04,4.403125000000000000e+04,4.206250000000000000e+04,4.978125000000000000e+04,5.534375000000000000e+04,5.675000000000000000e+04,3.750000000000000000e+04,3.546875000000000000e+04,3.406250000000000000e+04,3.428125000000000000e+04,3.312500000000000000e+04,3.346875000000000000e+04,3.334375000000000000e+04,3.437500000000000000e+04,3.221875000000000000e+04,3.362500000000000000e+04,3.481250000000000000e+04,3.418750000000000000e+04,3.506250000000000000e+04,4.140625000000000000e+04,4.812500000000000000e+04,4.050000000000000000e+04,3.568750000000000000e+04,3.075000000000000000e+04,3.203125000000000000e+04,3.012500000000000000e+04,3.190625000000000000e+04,3.037500000000000000e+04,3.200000000000000000e+04,2.978125000000000000e+04,3.246875000000000000e+04,3.459375000000000000e+04,3.312500000000000000e+04,3.218750000000000000e+04,3.281250000000000000e+04,3.334375000000000000e+04,3.037500000000000000e+04,3.431250000000000000e+04,3.531250000000000000e+04
3.993750000000000000e+04,3.668750000000000000e+04,3.396875000000000000e+04,3.350000000000000000e+04,3.403125000000000000e+04,3.790625000000000000e+04,3.715625000000000000e+04,3.668750000000000000e+04,3.640625000000000000e+04,3.506250000000000000e+04,3.596875000000000000e+04,3.853125000000000000e+04,3.934375000000000000e+04,4.487500000000000000e+04,4.412500000000000000e+04,3.946875000000000000e+04,3.606250000000000000e+04,3.603125000000000000e+04,3.715625000000000000e+04,4.009375000000000000e+04,4.506250000000000000e+04,3.784375000000000000e+04,3.331250000000000000e+04,3.331250000000000000e+04,3.225000000000000000e+04,3.109375000000000000e+04,3.175000000000000000e+04,3.446875000000000000e+04,3.562500000000000000e+04,3.637500000000000000e+04,3.703125000000000000e+04,3.946875000000000000e+04,3.146875000000000000e+04,3.034375000000000000e+04,3.253125000000000000e+04,3.115625000000000000e+04,3.168750000000000000e+04,3.034375000000000000e+04,3.309375000000000000e+04,3.237500000000000000e+04,3.062500000000000000e+04,3.156250000000000000e+04,3.471875000000000000e+04,3.815625000000000000e+04,3.412500000000000000e+04,3.665625000000000000e+04,4.071875000000000000e+04,3.618750000000000000e+04,3.337500000000000000e+04,3.184375000000000000e+04
3.203125000000000000e+04,3.528125000000000000e+04,3.631250000000000000e+04,3.446875000000000000e+04,3.387500000000000000e+04,4.078125000000000000e+04,4.137500000000000000e+04,4.487500000000000000e+04,4.325000000000000000e+04,3.503125000000000000e+04,3.675000000000000000e+04,3.634375000000000000e+04,4.253125000000000000e+04,4.159375000000000000e+04,4.012500000000000000e+04,3.893750000000000000e+04,3.640625000000000000e+04,3.837500000000000000e+04,4.684375000000000000e+04,6.437500000000000000e+04,5.534375000000000000e+04,4.000000000000000000e+04,3.406250000000000000e+04,3.337500000000000000e+04,3.271875000000000000e+04,3.225000000000000000e+04,3.215625000000000000e+04,3.393750000000000000e+04,3.628125000000000000e+04,3.703125000000000000e+04,3.462500000000000000e+04,3.234375000000000000e+04,3.243750000000000000e+04,3.009375000000000000e+04,3.128125000000000000e+04,3.115625000000000000e+04,3.246875000000000000e+04,3.228125000000000000e+04,3.153125000000000000e+04,3.084375000000000000e+04,3.218750000000000000e+04,3.293750000000000000e+04,3.387500000000000000e+04,3.528125000000000000e+04,3.437500000000000000e+04,3.750000000000000000e+04,3.856250000000000000e+04,3.371875000000000000e+04,3.131250000000000000e+04,3.184375000000000000e+04
